n,old_mean,current_mean,mean_change_current_minus_old,mean_change_ci_low,mean_change_ci_high,mae,rmse,pearson_r,pearson_p,spearman_rho,spearman_p
40,10.99145751771927,10.977269531249998,-0.014187986469269286,-0.030386864110232063,0.002638512016236158,0.046293630647659526,0.05551804298403501,0.6087628623164483,3.073126546153654e-05,0.5895653753758585,6.253044236190364e-05
