model,metric,bootstrap_n,mean,ci_lower_2p5,ci_upper_97p5
simple_lr,accuracy,1000,0.6748986013986014,0.6526806526806527,0.6975524475524476
simple_lr,balanced_accuracy,1000,0.6749171917248741,0.6521727038122285,0.6975826160258107
simple_lr,roc_auc,1000,0.7498840108680849,0.7275648541178787,0.7713679932522907
simple_lr,pr_auc,1000,0.7436518627751632,0.7109159641577768,0.7762906853061257
simple_lr,f1,1000,0.6856602945266652,0.6606632766088558,0.7111122975618438
simple_lr,mcc,1000,0.3506883906129232,0.30494643868011984,0.39569815404483255
