model,metric,bootstrap_n,mean,ci_lower_2p5,ci_upper_97p5
kmer_rf,accuracy,1000,0.7064662004662005,0.6853146853146853,0.7272727272727273
kmer_rf,balanced_accuracy,1000,0.7064926637071671,0.6850330649234334,0.7268548437857746
kmer_rf,roc_auc,1000,0.7787171867462112,0.7571678755492733,0.8002999606906213
kmer_rf,pr_auc,1000,0.7691786602600168,0.7371414167037643,0.7999383970268551
kmer_rf,f1,1000,0.7225727767495689,0.6981100417880207,0.7450526201296203
kmer_rf,mcc,1000,0.4158582440837084,0.3731353620897757,0.45696534029224234
